"County","National.Database.Number","Field.Number","HI","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","Long_error","Lat_error","long_corr","lat_corr","mean_lat","mean_long"
"Pacific","NW-2010-1121831","PSU10-07-07-Pp",NA,"10NWR07089","Confirmed - Medium","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","1.7 miles north of Cranberry Beach access",46.42097,"dd.dddd","NA",-124.0608,"dd.dddd","NA","GPS","N","CBD","2010-JUL-07",2010,"JUL","7","Beach or Land","NA","NA","Mummified/Skeletal","N","2010-JUL-07","2010","JUL","7","Mummified/Skeletal","N","Unid","Subadult","0","cm","estimate","0","lb","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",-0.0068886363636409,0.0212206818181855,-124.0608,46.42097,46.4421906818182,-124.067688636364
"Pacific","NW-2007-1069419","PSU07-04-28-Pp",NA,"07NWR04042","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","5 miles south of Benson approach",46.34718,"dd.dddd","NA",-124.0657,"dd.dddd","NA","GPS","N","CBD","2007-APR-28",2007,"APR","28","Beach or Land","NA","NA","Advanced Decomposition","N","2007-MAY-08","2007","MAY","8","Advanced Decomposition","N","Male","Adult","0","cm","estimate","0","lb","2007-MAY-28","2007","MAY","28","Duffield et al","NA","Harbor porpoise","WA_Coast",-0.00198863636364877,0.0950106818181808,-124.0657,46.34718,46.4421906818182,-124.067688636364
"Pacific","NW-2012-1146006","PSU12-08-28-Pp",NA,"12NWR08046","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Ocean Park","WA","Pacific Ocean","2 miles north of Oysterville Road access",46.57638,"dd.dddd","actual",-124.0655,"dd.dddd","NA","GPS","N","CBD","2012-AUG-28",2012,"AUG","28","Beach or Land","NA","NA","Advanced Decomposition","N","2012-AUG-28","2012","AUG","28","Advanced Decomposition","N","Male","Adult","139.8","cm","actual","0","kg","2012-NOV-19","2012","NOV","19","D'Alessandro et al.","NA","Harbor porpoise","WA_Coast",-0.00218863636364119,-0.134189318181818,-124.0655,46.57638,46.4421906818182,-124.067688636364
"Pacific","NW-2011-1134973","PSU11-05-14-Pp",NA,"11NWR05016","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","0.25 mile south of Cranberry Road access",46.39349,"dd.dddd","NA",-124.0625,"dd.dddd","NA","GPS","N","Y","2011-MAY-14",2011,"MAY","14","Beach or Land","NA","NA","Moderate Decomposition","N","2011-MAY-14","2011","MAY","14","Moderate Decomposition","N","Female","Adult","170","cm","actual","0","lb","2011-MAY-16","2011","MAY","16","Duffield et al","NA","Harbor porpoise","WA_Coast",-0.00518863636364131,0.0487006818181825,-124.0625,46.39349,46.4421906818182,-124.067688636364
"Pacific","NW-2017-1199591","CRC-1603",NA,"17NWR07100","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Grayland","WA","Pacific Ocean","Cranberry Beach Road",46.7934,"dd.dddd","estimate",-124.1019,"dd.dddd","estimate","Internet","N","CBD","2017-JUL-28",2017,"JUL","28","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","Fresh Dead","N","Male","Subadult","130","NA","NA","0","NA","NA","NA","NA","NA","NA","no response due to carcass condition, examined via photos only","Harbor porpoise","WA_Coast",0.0342113636363592,-0.351209318181816,-124.1019,46.7934,46.4421906818182,-124.067688636364
"Pacific","NW-2007-1074669","PSU07-08-05-Pp",NA,"07NWR08104","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Ilwaco","WA","Pacific Ocean","campgrounds, Benson Beach",46.28963,"dd.dddd","NA",-124.0778,"dd.dddd","NA","GPS","N","Y","2007-AUG-05",2007,"AUG","5","Beach or Land","NA","NA","Moderate Decomposition","N","2007-AUG-05","2007","AUG","5","Moderate Decomposition","N","Female","Calf","92.3","cm","actual","13.2","kg","2007-NOV-03","2007","NOV","3","Duffield","rope marks, hemorrhage and bruising around head, near dorsal fin and on tail stock","Harbor porpoise","WA_Coast",0.010111363636355,0.15256068181818,-124.0778,46.28963,46.4421906818182,-124.067688636364
"Pacific","NW-2007-1069367","PSU07-05-11B-Pp",NA,"07NWR05024","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","1 mile north of Cranberry",46.40982,"dd.dddd","NA",-124.0621,"dd.dddd","NA","GPS","N","CBD","2007-MAY-11",2007,"MAY","11","Beach or Land","NA","NA","Moderate Decomposition","N","2007-MAY-11","2007","MAY","11","Moderate Decomposition","N","Male","Adult","148","cm","actual","0","lb","2007-MAY-28","2007","MAY","28","Duffield et al","NA","Harbor porpoise","WA_Coast",-0.00558863636364038,0.032370681818179,-124.0621,46.40982,46.4421906818182,-124.067688636364
"Pacific","NW-2005-1044859","CRC-552",NA,"05NWR05026","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Long Beach","WA","Pacific Ocean","N of Ocean Park",46.49838,"dd.dddd","actual",-124.0608,"dd.dddd","actual","GPS","N","CBD","2005-MAY-27",2005,"MAY","27","Beach or Land","NA","NA","Moderate Decomposition","N","NA","NA","NA","NA","Moderate Decomposition","N","Unid","Subadult","132","cm","actual","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",-0.0068886363636409,-0.0561893181818149,-124.0608,46.49838,46.4421906818182,-124.067688636364
"Pacific","NW-2014-1159833","PSU14-07-10-Pp",NA,"14NWR07099","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","1.5 mi north of Cranberry access",46.30917,"dd.dddd","actual",-124.0722,"dd.dddd","NA","GPS","N","CBD","2014-JUL-10",2014,"JUL","10","Beach or Land","NA","NA","Moderate Decomposition","N","2014-JUL-14","2014","JUL","14","Mummified/Skeletal","N","Unid","Subadult","0","cm","estimate","0","kg","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",0.00451136363635385,0.133020681818181,-124.0722,46.30917,46.4421906818182,-124.067688636364
"Pacific","NW-2007-1071947","07-PA-021",NA,"07NWR05005","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","K. Wilkinson","NMFS West Coast Region - Seattle","NMFS West Coast Region - Seattle","NW","United States","Long Beach Peninsula","WA","Pacific Ocean","5.5 miles north of the junction of Hwy 103 and Hwy 101, West of 148th Street",46.43594,"dd.dddd","NA",-124.0603,"dd.dddd","NA","NA","N","N","2007-MAY-10",2007,"MAY","10","Floating","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","Advanced Decomposition","N","Unid","Subadult","50","in","estimate","50","lb","NA","NA","NA","NA","NA","Reported by a COASST volunteer several days after they had seen it, carcass was gone when Cascadia went to the site.","Harbor porpoise","WA_Coast",-0.00738863636364329,0.00625068181818023,-124.0603,46.43594,46.4421906818182,-124.067688636364
"Pacific","NW-2003-1001069","CRC-490",NA,"03NWR06005","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Long Beach","WA","Pacific Ocean","NA",46.36399,"dd.dddd","NA",-124.0651,"dd.dddd","NA","NA","N","N","2003-JUN-02",2003,"JUN","2","Floating","NA","NA","Fresh Dead","N","2003-JUN-02","2003","JUN","2","Fresh Dead","N","Male","Adult","146","cm","actual","39","kg","2003-JUL-22","2003","JUL","22","Raverty, Gaydos, Norman, Fleetwood","was CT scanned on 7/20/03","Harbor porpoise","WA_Coast",-0.00258863636364026,0.0782006818181813,-124.0651,46.36399,46.4421906818182,-124.067688636364
"Pacific","NW-2008-1200386","PSU08-07-07-Pp",NA,"08NWR07126","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","D. Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","1.5 miles north of Cranberry Road access",46.41993,"dd.dddd","estimate",-124.0607,"dd.dddd","estimate","Internet","N","CBD","2008-JUL-07",2008,"JUL","7","NA","NA","NA","Moderate Decomposition","N","2008-JUL-07","2008","JUL","7","Moderate Decomposition","N","Male","Calf","104.4","cm","actual","NA","NA","2010-MAY-22","2010","MAY","22","Duffield et al.","foam in trachea; rake marks (conspecific?) near dorsal fin; extensive hemorrhaging under right flipper; no significant lesions per histopathology","Harbor porpoise","WA_Coast",-0.00698863636364422,0.0222606818181816,-124.0607,46.41993,46.4421906818182,-124.067688636364
"Pacific","NW-2013-1151165","CRC-1265",NA,"13NWR07049","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Tokeland","WA","Pacific Ocean","just N of Warrenton Cannery Rd",46.7465,"dd.dddd","estimate",-124.092,"dd.dddd","estimate","Internet/Software","N","Y","2013-JUL-02",2013,"JUL","2","Beach or Land","NA","NA","Fresh Dead","N","2013-JUL-04","2013","JUL","4","Moderate Decomposition","N","Unid","Unid","152","cm","estimate","NA","NA","NA","NA","NA","NA","NA","Reported to Westport Aquarium on 02-Jul, Marc reported to CRC and took photos on 04-Jul, sent photos to CRC on 06-Jul.","Harbor porpoise","WA_Coast",0.0243113636363574,-0.304309318181815,-124.092,46.7465,46.4421906818182,-124.067688636364
"Pacific","NW-2011-1135869","PSU11-06-18B-Pp",NA,"11NWR06053","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Ilwaco","WA","Pacific Ocean","northenmost end of Benson Beach",46.29659,"dd.dddd","NA",-124.0753,"dd.dddd","NA","GPS","N","CBD","2011-JUN-18",2011,"JUN","18","Beach or Land","NA","NA","Advanced Decomposition","N","2011-JUN-18","2011","JUN","18","Advanced Decomposition","N","Male","Subadult","141.3","cm","actual","0","lb","2011-JUN-24","2011","JUN","24","Duffield","NA","Harbor porpoise","WA_Coast",0.00761136363634307,0.145600681818181,-124.0753,46.29659,46.4421906818182,-124.067688636364
"Pacific","NW-2009-1105597","PSU09-08-11-Pp",NA,"09NWR08168","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","north of Long Beach access",46.36002,"dd.dddd","NA",-124.064,"dd.dddd","NA","GPS","N","Y","2009-AUG-11",2009,"AUG","11","Beach or Land","NA","NA","Moderate Decomposition","N","2009-AUG-11","2009","AUG","11","Moderate Decomposition","N","Male","Adult","142.2","cm","estimate","0","lb","2009-OCT-27","2009","OCT","27","Duffield et al","NA","Harbor porpoise","WA_Coast",-0.00368863636363415,0.0821706818181838,-124.064,46.36002,46.4421906818182,-124.067688636364
"Pacific","NW-2015-1179399","PSU15-09-06-Pp",NA,"15NWR09034","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Ilwaco","WA","Columbia River","Deadmans Hollow at Benson Beach, Cape Disappointment State Park",46.29657,"dd.dddd","actual",-124.0752,"dd.dddd","NA","GPS","N","CBD","2015-SEP-06",2015,"SEP","6","Beach or Land","NA","NA","Advanced Decomposition","N","2015-SEP-06","2015","SEP","6","Advanced Decomposition","N","Unid","Yearling","0","cm","NA","0","kg","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",0.00751136363635396,0.14562068181818,-124.0752,46.29657,46.4421906818182,-124.067688636364
"Pacific","NW-2009-1105533","PSU09-07-27-Pp",NA,"09NWR07143","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","Long Beach access",46.37908,"dd.dddd","NA",-124.063,"dd.dddd","NA","GPS","N","Y","2009-JUL-27",2009,"JUL","27","Beach or Land","NA","NA","Moderate Decomposition","N","2009-JUL-27","2009","JUL","27","Moderate Decomposition","N","Female","Adult","161","cm","actual","0","lb","2009-AUG-01","2009","AUG","1","Duffield et al","NA","Harbor porpoise","WA_Coast",-0.00468863636363892,0.0631106818181806,-124.063,46.37908,46.4421906818182,-124.067688636364
"Pacific","NW-2008-1081305","PSU08-04-24-Pp",NA,"08NWR04023","Confirmed - Medium","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Hatfield Marine Science Center, OSU","NW","United States","Oysterville","WA","Pacific Ocean","2 miles north of Oysterville Approach",46.58248,"dd.dddd","NA",-124.0676,"dd.dddd","NA","GPS","N","CBD","2008-APR-24",2008,"APR","24","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Unid","0","cm","estimate","0","lb","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",-8.86363636283249e-05,-0.140289318181814,-124.0676,46.58248,46.4421906818182,-124.067688636364
"Pacific","NW-2005-1044863","CRC-554",NA,"05NWR05028","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Oysterville","WA","Pacific Ocean","NA",46.54847,"dd.dddd","actual",-124.0256,"dd.dddd","actual","GPS","N","CBD","2005-MAY-27",2005,"MAY","27","Beach or Land","NA","NA","Advanced Decomposition","N","2005-MAY-27","2005","MAY","27","Advanced Decomposition","N","Unid","Unid","0","in","estimate","NA","NA","NA","NA","NA","NA","NA","no measurements/samples taken; too decomposed","Harbor porpoise","WA_Coast",-0.0420886363636441,-0.106279318181819,-124.0256,46.54847,46.4421906818182,-124.067688636364
"Pacific","NW-2012-1145874","PSU12-06-03-Pp",NA,"12NWR06035","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","just north of Sid Snyder Drive access",46.34724,"dd.dddd","actual",-124.0654,"dd.dddd","NA","GPS","N","Y","2012-JUN-03",2012,"JUN","3","Beach or Land","NA","NA","Advanced Decomposition","N","2012-JUN-03","2012","JUN","3","Advanced Decomposition","N","Male","Adult","141.2","cm","actual","0","kg","2012-AUG-24","2012","AUG","24","Duffield et al.","NA","Harbor porpoise","WA_Coast",-0.00228863636364451,0.0949506818181831,-124.0654,46.34724,46.4421906818182,-124.067688636364
"Pacific","NW-2014-1200575","PSU14-09-28-Pp",NA,"14NWR09126","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","D. Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","1.8 miles south of Cranberry Road access",46.36963,"dd.dddd","actual",-124.0646,"dd.dddd","actual","GPS","N","Y","2014-SEP-28",2014,"SEP","28","Beach or Land","NA","NA","Moderate Decomposition","N","2014-SEP-29","2014","SEP","29","Moderate Decomposition","N","Female","Yearling","112.4","cm","actual","NA","NA","2015-APR-07","2015","APR","7","Duffield et al.","internal organs hemorrhaged; bloody fluid in thoracic cavity; pink foam in bronchi; the porpoise was thin","Harbor porpoise","WA_Coast",-0.00308863636362844,0.0725606818181816,-124.0646,46.36963,46.4421906818182,-124.067688636364
"Pacific","NW-2006-1060963","CRC-732",NA,"06NWR07066","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Midway Beach","WA","Pacific Ocean","NA",46.76933,"dd.dddd","estimate",-124.1084,"dd.dddd","estimate","Map","N","N","2006-JUL-10",2006,"JUL","10","Beach or Land","NA","NA","Moderate Decomposition","N","2006-JUL-10","2006","JUL","10","Moderate Decomposition","N","Female","Calf","71","cm","actual","5.4","kg","2006-JUL-10","2006","JUL","10","Lambourn & Huggins","NA","Harbor porpoise","WA_Coast",0.0407113636363476,-0.327139318181814,-124.1084,46.76933,46.4421906818182,-124.067688636364
"Pacific","NW-2014-1158440","PSU14-05-19A-Pp",NA,"14NWR05064","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Ocean Park","WA","Pacific Ocean","near access",46.48693,"dd.dddd","actual",-124.0603,"dd.dddd","NA","GPS","N","Y","2014-MAY-19",2014,"MAY","19","Beach or Land","NA","NA","Advanced Decomposition","N","2014-MAY-19","2014","MAY","19","Advanced Decomposition","N","Male","Adult","148","cm","actual","0","kg","2014-MAY-23","2014","MAY","23","Duffield","NA","Harbor porpoise","WA_Coast",-0.00738863636364329,-0.0447393181818185,-124.0603,46.48693,46.4421906818182,-124.067688636364
"Pacific","NW-2011-1135062","PSU11-02-13-Pp",NA,"11NWR02019","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","in grass at Beard's Hollow",46.30606,"dd.dddd","NA",-124.072,"dd.dddd","NA","GPS","N","CBD","2011-FEB-13",2011,"FEB","13","Beach or Land","NA","NA","Fresh Dead","N","2011-FEB-14","2011","FEB","14","Moderate Decomposition","N","Female","Adult","162.3","cm","actual","0","lb","2011-MAR-31","2011","MAR","31","D'Alessandro et al","NA","Harbor porpoise","WA_Coast",0.00431136363634721,0.13613068181818,-124.072,46.30606,46.4421906818182,-124.067688636364
"Pacific","NW-2012-1145901","PSU12-06-10-Pp",NA,"12NWR06052","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Seaview","WA","Pacific Ocean","0.8 mile north of Seaview Beach access",46.34178,"dd.dddd","actual",-124.0667,"dd.dddd","NA","GPS","N","Y","2012-JUN-10",2012,"JUN","10","Beach or Land","NA","NA","Advanced Decomposition","N","2012-JUN-10","2012","JUN","10","Advanced Decomposition","N","Male","Adult","144.5","cm","actual","0","kg","2012-JUL-23","2012","JUL","23","D'Alessandro et al.","NA","Harbor porpoise","WA_Coast",-0.000988636363643991,0.100410681818182,-124.0667,46.34178,46.4421906818182,-124.067688636364
"Pacific","NW-2011-1135870","PSU11-06-18A-Pp",NA,"11NWR06054","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Ilwaco","WA","Pacific Ocean","about 1.3 miles south of 38th Ave access",46.30602,"dd.dddd","NA",-124.0727,"dd.dddd","NA","GPS","N","CBD","2011-JUN-18",2011,"JUN","18","Beach or Land","NA","NA","Mummified/Skeletal","N","2011-JUN-18","2011","JUN","18","Mummified/Skeletal","N","Female","Subadult","132.4","cm","estimate","0","lb","2011-JUN-18","2011","JUN","18","D'Alessandro and Accardo","NA","Harbor porpoise","WA_Coast",0.00501136363634203,0.136170681818186,-124.0727,46.30602,46.4421906818182,-124.067688636364
"Pacific","NW-2011-1135862","PSU11-06-03B-Pp",NA,"11NWR06046","Confirmed - High","Porpoise, harbor","Phocoena","phocoena","Validated","Debbie Duffield","Portland State University","Portland State University","NW","United States","Long Beach","WA","Pacific Ocean","2 miles north of Bolstad approach",46.38324,"dd.dddd","NA",-124.0637,"dd.dddd","NA","GPS","N","CBD","2011-JUN-03",2011,"JUN","3","Beach or Land","NA","NA","Advanced Decomposition","N","2011-JUN-03","2011","JUN","3","Advanced Decomposition","N","Female","Adult","160","cm","estimate","0","lb","2011-JUN-05","2011","JUN","5","Duffield and D'Alessandro","NA","Harbor porpoise","WA_Coast",-0.0039886363636441,0.0589506818181817,-124.0637,46.38324,46.4421906818182,-124.067688636364
